player,value,nationality,position,club,birth_date,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,position_cleaned
Tyrone Mings,20250000.0,England,Centre-Back,Aston Villa,1993-03-13,27,33.0,33.0,2902.0,2.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.7,0.03,0.02,0.06,0.03,0.06,32.2,9.0,4.0,0.0,44.4,0.28,0.12,0.22,0.5,0.12,0.9,0.9,1055.0,1333.0,79.1,26161.0,8304.0,7.0,29.0,24.1,586.0,641.0,91.4,462.0,663.0,69.7,1.3,7.0,67.0,4.0,1.0,56.0,1283.0,50.0,47.0,2.0,193.0,58.0,8.0,0.0,0.0,0.0,0.0,890.0,128.0,315.0,1071.0,157.0,67.0,3.0,3.0,3.0,42.0,16.0,23.0,13.0,0.4,12.0,1.0,0.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,18.0,6.0,1.0,10.0,18.0,55.6,8.0,160.0,66.0,41.3,106.0,43.0,11.0,72.0,55.0,2.0,17.0,33.0,223.0,7.0,1694.0,385.0,1114.0,632.0,54.0,24.0,1645.0,11.0,14.0,78.6,13.0,0.0,956.0,6820.0,2771.0,997.0,973.0,97.6,7.0,8.0,0.0,20.0,11.0,2.0,0.0,1.0,0.0,330.0,66.0,40.0,62.3,19/20,tyrone mings,tyrone,mings,t,Defender
Tyrone Mings,20250000.0,England,Centre-Back,Bournemouth,1993-03-13,27,5.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,91.0,81.3,1377.0,495.0,1.0,3.0,33.3,57.0,66.0,86.4,16.0,22.0,72.7,0.0,0.0,8.0,0.0,0.0,6.0,83.0,8.0,1.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,9.0,14.0,70.0,7.0,5.0,7.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,50.0,1.0,17.0,3.0,17.6,12.0,5.0,0.0,3.0,2.0,0.0,1.0,7.0,7.0,0.0,110.0,11.0,52.0,58.0,7.0,1.0,102.0,1.0,1.0,100.0,1.0,0.0,71.0,399.0,135.0,69.0,63.0,91.3,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,3.0,50.0,18/19,tyrone mings,tyrone,mings,t,Defender
Tyrone Mings,20250000.0,England,Centre-Back,Bournemouth,1993-03-13,27,4.0,3.0,201.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,2.2,1.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.01,0.0,0.0,87.0,113.0,77.0,1905.0,735.0,1.0,4.0,25.0,59.0,67.0,88.1,27.0,42.0,64.3,-0.1,1.0,5.0,1.0,1.0,6.0,110.0,3.0,2.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,76.0,4.0,33.0,98.0,6.0,7.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,45.0,10.0,8.0,2.0,4.0,2.0,0.0,2.0,5.0,11.0,1.0,137.0,22.0,87.0,51.0,5.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,87.0,413.0,159.0,77.0,75.0,97.4,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,29.0,2.0,2.0,50.0,17/18,tyrone mings,tyrone,mings,t,Defender
William Saliba,20250000.0,France,Centre-Back,Saint-Étienne,2001-03-24,19,12.0,11.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01,11.0,3.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.03,-0.1,-0.1,479.0,544.0,88.1,10028.0,3139.0,4.0,8.0,50.0,339.0,373.0,90.9,136.0,163.0,83.4,0.0,0.0,33.0,1.0,0.0,35.0,516.0,28.0,12.0,0.0,95.0,24.0,0.0,0.0,0.0,0.0,0.0,402.0,70.0,72.0,52.0,430.0,29.0,16.0,0.0,1.0,5.0,4.0,6.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,21.0,5.0,0.0,6.0,11.0,54.5,5.0,88.0,39.0,44.3,52.0,32.0,4.0,17.0,7.0,0.0,10.0,22.0,49.0,1.0,661.0,85.0,346.0,327.0,30.0,4.0,633.0,10.0,14.0,71.4,11.0,0.0,417.0,2944.0,1649.0,397.0,389.0,98.0,4.0,7.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,132.0,29.0,10.0,74.4,19/20,william saliba,william,saliba,w,Defender
William Saliba,20250000.0,France,Centre-Back,Saint-Étienne,2001-03-24,19,16.0,13.0,1277.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.03,0.02,0.05,0.03,0.05,14.2,4.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.11,-0.4,-0.4,583.0,680.0,85.7,12081.0,4241.0,1.0,12.0,8.3,423.0,461.0,91.8,159.0,207.0,76.8,-0.2,3.0,24.0,3.0,1.0,32.0,646.0,34.0,14.0,0.0,103.0,26.0,2.0,0.0,0.0,0.0,0.0,524.0,66.0,90.0,42.0,578.0,26.0,20.0,1.0,1.0,9.0,4.0,11.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,26.0,29.0,7.0,1.0,13.0,22.0,59.1,9.0,127.0,46.0,36.2,78.0,41.0,8.0,16.0,7.0,0.0,9.0,24.0,55.0,2.0,815.0,82.0,451.0,376.0,32.0,10.0,781.0,9.0,12.0,75.0,9.0,0.0,547.0,2978.0,1511.0,524.0,510.0,97.3,7.0,8.0,0.0,10.0,10.0,0.0,0.0,2.0,0.0,136.0,29.0,13.0,69.0,18/19,william saliba,william,saliba,w,Defender
Willian,20250000.0,Brazil,Right Winger,Chelsea,1988-08-09,32,36.0,29.0,2600.0,9.0,7.0,4.0,4.0,4.0,0.0,0.31,0.24,0.55,0.17,0.42,7.2,4.1,6.9,0.25,0.24,0.49,0.14,0.38,28.9,67.0,26.0,8.0,38.8,2.32,0.9,0.07,0.19,0.06,1.8,0.9,1247.0,1600.0,77.9,22452.0,5165.0,29.0,72.0,40.3,970.0,1129.0,85.9,248.0,399.0,62.2,0.1,71.0,71.0,68.0,12.0,189.0,1464.0,136.0,16.0,5.0,339.0,82.0,175.0,110.0,27.0,55.0,10.0,1079.0,245.0,276.0,186.0,1356.0,37.0,8.0,5.0,4.0,19.0,22.0,49.0,145.0,5.02,98.0,31.0,6.0,4.0,6.0,13.0,0.45,10.0,1.0,0.0,1.0,1.0,0.0,43.0,27.0,13.0,22.0,8.0,11.0,51.0,21.6,40.0,527.0,150.0,28.5,98.0,261.0,168.0,22.0,1.0,0.0,21.0,20.0,11.0,0.0,1928.0,20.0,210.0,792.0,1092.0,139.0,1788.0,62.0,86.0,72.1,65.0,3.0,1454.0,12335.0,6885.0,1730.0,1438.0,83.1,51.0,40.0,0.0,17.0,45.0,4.0,1.0,0.0,0.0,220.0,10.0,23.0,30.3,19/20,willian,willian,willian,w,Forward
Willian,20250000.0,Brazil,Right Winger,Chelsea,1988-08-09,32,32.0,26.0,2097.0,3.0,6.0,0.0,0.0,2.0,0.0,0.13,0.26,0.39,0.13,0.39,4.6,4.6,6.2,0.2,0.27,0.46,0.2,0.46,23.3,62.0,22.0,8.0,35.5,2.66,0.94,0.05,0.14,0.07,-1.6,-1.6,1100.0,1414.0,77.8,19101.0,5127.0,14.0,61.0,23.0,895.0,1028.0,87.1,191.0,325.0,58.8,-0.2,82.0,62.0,52.0,13.0,186.0,1257.0,157.0,41.0,1.0,256.0,57.0,170.0,110.0,7.0,12.0,2.0,1035.0,145.0,234.0,124.0,1240.0,34.0,6.0,5.0,7.0,18.0,41.0,54.0,134.0,5.75,81.0,36.0,6.0,5.0,6.0,10.0,0.43,6.0,3.0,0.0,0.0,1.0,0.0,37.0,25.0,12.0,15.0,10.0,7.0,30.0,23.3,23.0,517.0,145.0,28.0,99.0,254.0,164.0,21.0,1.0,0.0,20.0,14.0,7.0,0.0,1699.0,14.0,154.0,671.0,1008.0,119.0,1545.0,37.0,62.0,59.7,41.0,0.0,1341.0,9236.0,5476.0,1552.0,1295.0,83.4,42.0,51.0,0.0,12.0,31.0,11.0,1.0,0.0,0.0,142.0,5.0,17.0,22.7,18/19,willian,willian,willian,w,Forward
Willian,20250000.0,Brazil,Right Winger,Chelsea,1988-08-09,32,36.0,20.0,1890.0,6.0,7.0,1.0,1.0,1.0,0.0,0.29,0.33,0.62,0.24,0.57,4.9,4.1,5.3,0.23,0.25,0.48,0.2,0.45,21.0,51.0,22.0,4.0,43.1,2.43,1.05,0.1,0.23,0.08,1.1,0.9,769.0,1029.0,74.7,13734.0,3166.0,15.0,56.0,26.8,616.0,738.0,83.5,138.0,235.0,58.7,1.7,65.0,59.0,44.0,6.0,116.0,946.0,83.0,28.0,1.0,186.0,44.0,100.0,48.0,5.0,5.0,1.0,742.0,117.0,170.0,122.0,876.0,13.0,6.0,6.0,8.0,19.0,25.0,49.0,110.0,5.26,74.0,15.0,8.0,6.0,7.0,13.0,0.62,8.0,1.0,1.0,2.0,1.0,0.0,25.0,19.0,6.0,14.0,5.0,4.0,16.0,25.0,12.0,336.0,89.0,26.5,57.0,174.0,105.0,20.0,1.0,0.0,19.0,10.0,7.0,0.0,1305.0,11.0,132.0,509.0,798.0,107.0,1226.0,53.0,91.0,58.2,60.0,0.0,986.0,8303.0,4476.0,1191.0,989.0,83.0,46.0,40.0,0.0,11.0,38.0,5.0,1.0,0.0,0.0,143.0,6.0,13.0,31.6,17/18,willian,willian,willian,w,Forward
Aaron Ramsey,19800000.0,Wales,Central Midfield,Juventus,1990-12-26,29,24.0,11.0,1051.0,3.0,1.0,0.0,0.0,2.0,0.0,0.26,0.09,0.34,0.26,0.34,2.7,2.7,1.6,0.23,0.14,0.37,0.23,0.37,11.7,27.0,9.0,0.0,33.3,2.31,0.77,0.11,0.33,0.1,0.3,0.3,649.0,746.0,87.0,9596.0,1744.0,22.0,35.0,62.9,557.0,616.0,90.4,70.0,95.0,73.7,-0.6,18.0,57.0,5.0,1.0,38.0,725.0,21.0,10.0,1.0,130.0,12.0,18.0,3.0,1.0,1.0,1.0,573.0,109.0,64.0,118.0,583.0,21.0,7.0,7.0,2.0,13.0,12.0,10.0,44.0,3.77,40.0,0.0,2.0,0.0,2.0,4.0,0.34,3.0,0.0,0.0,0.0,1.0,0.0,28.0,19.0,8.0,13.0,7.0,7.0,25.0,28.0,18.0,229.0,65.0,28.4,40.0,101.0,88.0,21.0,3.0,0.0,18.0,11.0,7.0,0.0,904.0,15.0,105.0,442.0,401.0,61.0,887.0,16.0,23.0,69.6,16.0,0.0,632.0,2948.0,1419.0,850.0,719.0,84.6,27.0,17.0,0.0,22.0,18.0,2.0,0.0,0.0,0.0,90.0,14.0,8.0,63.6,19/20,aaron ramsey,aaron,ramsey,a,Midfielder
Aaron Ramsey,19800000.0,Wales,Central Midfield,Arsenal,1990-12-26,29,28.0,14.0,1331.0,4.0,6.0,0.0,0.0,0.0,0.0,0.27,0.41,0.68,0.27,0.68,3.2,3.2,2.4,0.22,0.16,0.38,0.22,0.38,14.8,33.0,12.0,0.0,36.4,2.23,0.81,0.12,0.33,0.1,0.8,0.8,647.0,790.0,81.9,11035.0,2577.0,11.0,38.0,28.9,527.0,612.0,86.1,109.0,140.0,77.9,3.6,24.0,53.0,21.0,5.0,70.0,764.0,26.0,7.0,5.0,153.0,17.0,16.0,2.0,0.0,0.0,0.0,610.0,95.0,85.0,124.0,622.0,20.0,15.0,2.0,5.0,15.0,21.0,31.0,44.0,2.98,38.0,0.0,2.0,3.0,1.0,11.0,0.74,10.0,0.0,1.0,0.0,0.0,0.0,31.0,19.0,10.0,11.0,10.0,11.0,29.0,37.9,18.0,394.0,93.0,23.6,75.0,204.0,115.0,9.0,1.0,0.0,8.0,7.0,2.0,0.0,971.0,11.0,122.0,519.0,399.0,77.0,948.0,12.0,21.0,57.1,14.0,1.0,805.0,4406.0,2246.0,953.0,769.0,80.7,36.0,35.0,0.0,21.0,20.0,5.0,0.0,0.0,0.0,112.0,9.0,14.0,39.1,18/19,aaron ramsey,aaron,ramsey,a,Midfielder
Aaron Ramsey,19800000.0,Wales,Central Midfield,Arsenal,1990-12-26,29,24.0,21.0,1846.0,7.0,8.0,0.0,0.0,0.0,0.0,0.34,0.39,0.73,0.34,0.73,5.1,5.1,4.7,0.25,0.23,0.47,0.25,0.47,20.5,54.0,23.0,0.0,42.6,2.63,1.12,0.13,0.3,0.09,1.9,1.9,1034.0,1246.0,83.0,18239.0,4405.0,26.0,60.0,43.3,830.0,940.0,88.3,178.0,246.0,72.4,3.3,29.0,108.0,37.0,2.0,118.0,1220.0,26.0,13.0,0.0,224.0,21.0,17.0,0.0,0.0,0.0,0.0,977.0,120.0,149.0,215.0,977.0,34.0,12.0,4.0,7.0,16.0,33.0,36.0,59.0,2.87,50.0,1.0,2.0,2.0,4.0,13.0,0.63,11.0,0.0,0.0,0.0,2.0,0.0,33.0,22.0,17.0,14.0,2.0,5.0,36.0,13.9,31.0,307.0,90.0,29.3,65.0,157.0,85.0,20.0,3.0,0.0,17.0,25.0,6.0,0.0,1488.0,21.0,214.0,769.0,628.0,107.0,1468.0,22.0,31.0,71.0,25.0,1.0,1139.0,7210.0,3456.0,1302.0,1174.0,90.2,44.0,30.0,0.0,28.0,33.0,0.0,1.0,0.0,0.0,166.0,5.0,8.0,38.5,17/18,aaron ramsey,aaron,ramsey,a,Midfielder
Douglas Luiz,19800000.0,Brazil,Defensive Midfield,Aston Villa,1998-05-09,22,36.0,28.0,2612.0,3.0,2.0,0.0,0.0,8.0,0.0,0.1,0.07,0.17,0.1,0.17,2.4,2.4,1.4,0.08,0.05,0.13,0.08,0.13,29.0,39.0,12.0,3.0,30.8,1.34,0.41,0.08,0.25,0.06,0.6,0.6,984.0,1216.0,80.9,20872.0,4811.0,11.0,25.0,44.0,660.0,771.0,85.6,313.0,420.0,74.5,0.6,16.0,114.0,20.0,4.0,110.0,1151.0,65.0,44.0,2.0,177.0,58.0,24.0,3.0,0.0,1.0,0.0,696.0,246.0,274.0,123.0,979.0,70.0,6.0,13.0,2.0,28.0,14.0,12.0,41.0,1.41,34.0,1.0,3.0,0.0,3.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,34.0,14.0,4.0,19.0,66.0,28.8,47.0,592.0,155.0,26.2,263.0,263.0,66.0,64.0,18.0,1.0,46.0,36.0,44.0,2.0,1521.0,109.0,439.0,910.0,300.0,36.0,1458.0,30.0,41.0,73.2,34.0,2.0,942.0,6294.0,3396.0,1038.0,926.0,89.2,24.0,28.0,0.0,51.0,36.0,0.0,0.0,1.0,0.0,320.0,32.0,33.0,49.2,19/20,douglas luiz,douglas,luiz,d,Midfielder
Douglas Luiz,19800000.0,Brazil,Defensive Midfield,Girona,1998-05-09,22,23.0,16.0,1490.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.4,0.07,0.02,0.09,0.07,0.09,16.6,16.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.07,-1.1,-1.1,634.0,766.0,82.8,13391.0,3332.0,13.0,17.0,76.5,437.0,504.0,86.7,184.0,245.0,75.1,-0.4,11.0,72.0,10.0,1.0,87.0,730.0,36.0,30.0,2.0,140.0,38.0,16.0,4.0,0.0,0.0,0.0,501.0,104.0,161.0,113.0,590.0,37.0,1.0,7.0,1.0,13.0,15.0,7.0,24.0,1.45,16.0,4.0,2.0,1.0,1.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,36.0,29.0,15.0,18.0,3.0,12.0,43.0,27.9,31.0,340.0,88.0,25.9,137.0,170.0,33.0,27.0,5.0,0.0,22.0,21.0,30.0,1.0,921.0,51.0,255.0,613.0,135.0,10.0,893.0,22.0,25.0,88.0,22.0,0.0,647.0,3962.0,2242.0,612.0,571.0,93.3,11.0,11.0,0.0,47.0,30.0,0.0,0.0,1.0,0.0,199.0,23.0,14.0,62.2,18/19,douglas luiz,douglas,luiz,d,Midfielder
Douglas Luiz,19800000.0,Brazil,Defensive Midfield,Girona,1998-05-09,22,15.0,1.0,322.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.16,0.15,0.31,0.16,0.31,3.6,10.0,4.0,0.0,40.0,2.8,1.12,0.0,0.0,0.05,-0.5,-0.5,110.0,143.0,76.9,1971.0,508.0,1.0,3.0,33.3,89.0,106.0,84.0,20.0,34.0,58.8,-0.5,5.0,13.0,2.0,1.0,14.0,136.0,7.0,3.0,0.0,27.0,4.0,8.0,3.0,0.0,0.0,0.0,102.0,19.0,22.0,16.0,109.0,14.0,1.0,3.0,1.0,3.0,2.0,4.0,12.0,3.66,6.0,2.0,0.0,2.0,2.0,1.0,0.31,0.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,4.0,6.0,2.0,5.0,13.0,38.5,8.0,122.0,36.0,29.5,33.0,65.0,24.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,186.0,2.0,27.0,110.0,63.0,10.0,179.0,2.0,3.0,66.7,2.0,0.0,139.0,1099.0,520.0,164.0,127.0,77.4,7.0,3.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,34.0,1.0,5.0,16.7,17/18,douglas luiz,douglas,luiz,d,Midfielder
Edmond Tapsoba,19800000.0,Burkina Faso,Centre-Back,Leverkusen,1999-02-02,21,14.0,12.0,1058.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.02,0.0,0.02,11.8,2.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.02,0.0,0.0,1010.0,1096.0,92.2,23268.0,5892.0,5.0,14.0,35.7,604.0,645.0,93.6,401.0,437.0,91.8,-0.2,1.0,35.0,0.0,0.0,30.0,1069.0,27.0,24.0,1.0,132.0,23.0,0.0,0.0,0.0,0.0,0.0,914.0,104.0,78.0,122.0,922.0,31.0,3.0,3.0,2.0,3.0,9.0,10.0,5.0,0.43,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,22.0,6.0,2.0,14.0,24.0,58.3,10.0,128.0,42.0,32.8,76.0,46.0,6.0,23.0,6.0,0.0,17.0,9.0,67.0,0.0,1220.0,113.0,693.0,614.0,19.0,4.0,1195.0,5.0,8.0,62.5,5.0,0.0,907.0,4872.0,2608.0,925.0,916.0,99.0,5.0,2.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,152.0,25.0,25.0,50.0,19/20,edmond tapsoba,edmond,tapsoba,e,Defender
Gianluca Mancini,19800000.0,Italy,Centre-Back,Roma,1996-04-17,24,32.0,31.0,2740.0,1.0,0.0,0.0,0.0,16.0,1.0,0.03,0.0,0.03,0.03,0.03,2.7,2.7,0.6,0.09,0.02,0.11,0.09,0.11,30.4,20.0,5.0,0.0,25.0,0.66,0.16,0.05,0.2,0.13,-1.7,-1.7,1500.0,1679.0,89.3,31011.0,10073.0,17.0,29.0,58.6,1072.0,1146.0,93.5,411.0,504.0,81.5,-0.6,9.0,79.0,13.0,0.0,98.0,1614.0,65.0,55.0,4.0,198.0,17.0,2.0,0.0,0.0,0.0,0.0,1350.0,126.0,203.0,169.0,1410.0,48.0,10.0,3.0,2.0,19.0,13.0,12.0,24.0,0.79,20.0,0.0,0.0,3.0,1.0,5.0,0.16,4.0,0.0,0.0,1.0,0.0,0.0,55.0,35.0,31.0,22.0,2.0,15.0,49.0,30.6,34.0,393.0,112.0,28.5,213.0,153.0,27.0,49.0,17.0,0.0,32.0,62.0,119.0,1.0,1973.0,247.0,936.0,1046.0,140.0,33.0,1913.0,10.0,14.0,71.4,10.0,0.0,1303.0,8183.0,4651.0,1410.0,1373.0,97.4,10.0,10.0,1.0,67.0,28.0,4.0,0.0,0.0,0.0,269.0,78.0,25.0,75.7,19/20,gianluca mancini,gianluca,mancini,g,Defender
Gianluca Mancini,19800000.0,Italy,Centre-Back,Atalanta,1996-04-17,24,30.0,25.0,2246.0,5.0,2.0,0.0,0.0,5.0,0.0,0.2,0.08,0.28,0.2,0.28,4.1,4.1,0.5,0.16,0.02,0.18,0.16,0.18,25.0,41.0,12.0,0.0,29.3,1.64,0.48,0.12,0.42,0.1,0.9,0.9,1128.0,1349.0,83.6,20770.0,7226.0,10.0,23.0,43.5,914.0,1023.0,89.3,204.0,303.0,67.3,1.5,10.0,85.0,12.0,1.0,95.0,1263.0,86.0,24.0,4.0,226.0,16.0,3.0,0.0,0.0,0.0,0.0,1013.0,159.0,177.0,169.0,1019.0,65.0,62.0,2.0,7.0,25.0,23.0,15.0,20.0,0.8,16.0,0.0,0.0,4.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,53.0,40.0,27.0,20.0,6.0,18.0,36.0,50.0,18.0,356.0,121.0,34.0,172.0,154.0,30.0,34.0,6.0,0.0,28.0,47.0,91.0,1.0,1615.0,109.0,669.0,841.0,219.0,50.0,1533.0,12.0,13.0,92.3,12.0,0.0,1051.0,5991.0,3376.0,1078.0,1031.0,95.6,7.0,7.0,0.0,37.0,15.0,2.0,0.0,1.0,0.0,245.0,61.0,37.0,62.2,18/19,gianluca mancini,gianluca,mancini,g,Defender
Gianluca Mancini,19800000.0,Italy,Centre-Back,Atalanta,1996-04-17,24,11.0,8.0,684.0,1.0,0.0,0.0,0.0,5.0,2.0,0.13,0.0,0.13,0.13,0.13,0.9,0.9,0.0,0.11,0.0,0.11,0.11,0.11,7.6,4.0,1.0,0.0,25.0,0.53,0.13,0.25,1.0,0.21,0.1,0.1,278.0,341.0,81.5,6113.0,2022.0,2.0,4.0,50.0,184.0,211.0,87.2,92.0,126.0,73.0,0.0,0.0,21.0,2.0,0.0,30.0,326.0,15.0,6.0,0.0,61.0,18.0,3.0,0.0,0.0,0.0,0.0,220.0,42.0,79.0,44.0,254.0,27.0,9.0,1.0,0.0,6.0,2.0,5.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,10.0,6.0,1.0,6.0,12.0,50.0,6.0,139.0,45.0,32.4,62.0,68.0,9.0,12.0,2.0,0.0,10.0,16.0,22.0,0.0,411.0,32.0,196.0,194.0,43.0,8.0,396.0,2.0,3.0,66.7,3.0,0.0,245.0,1525.0,748.0,229.0,222.0,96.9,4.0,2.0,1.0,14.0,7.0,3.0,0.0,0.0,0.0,98.0,15.0,7.0,68.2,17/18,gianluca mancini,gianluca,mancini,g,Defender
Giovanni Di Lorenzo,19800000.0,Italy,Right-Back,Napoli,1993-08-04,27,33.0,33.0,2970.0,3.0,3.0,0.0,0.0,5.0,0.0,0.09,0.09,0.18,0.09,0.18,3.1,3.1,2.8,0.09,0.09,0.18,0.09,0.18,33.0,22.0,6.0,0.0,27.3,0.67,0.18,0.14,0.5,0.14,-0.1,-0.1,2003.0,2274.0,88.1,34218.0,12209.0,41.0,100.0,41.0,1632.0,1758.0,92.8,330.0,416.0,79.3,0.2,30.0,134.0,39.0,8.0,207.0,1981.0,293.0,74.0,4.0,293.0,46.0,61.0,0.0,0.0,0.0,0.0,1567.0,454.0,253.0,288.0,1673.0,52.0,219.0,6.0,1.0,19.0,21.0,69.0,62.0,1.88,55.0,2.0,1.0,2.0,2.0,6.0,0.18,5.0,0.0,0.0,1.0,0.0,0.0,62.0,43.0,32.0,21.0,9.0,33.0,72.0,45.8,39.0,397.0,125.0,31.5,179.0,153.0,65.0,48.0,13.0,1.0,35.0,31.0,73.0,0.0,2562.0,152.0,780.0,1291.0,658.0,66.0,2291.0,27.0,41.0,65.9,28.0,4.0,1785.0,9207.0,5615.0,1946.0,1842.0,94.7,28.0,20.0,0.0,32.0,52.0,3.0,0.0,0.0,0.0,234.0,65.0,52.0,55.6,19/20,giovanni di lorenzo,giovanni,lorenzo,g,Defender
