player,value,nationality,position,club,birth_date,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,position_cleaned
Farid El Melali,1440000.0,Algeria,Right Winger,Angers,1997-05-05,23,8.0,4.0,306.0,3.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,0.88,0.88,0.8,0.8,0.0,0.22,0.01,0.24,0.22,0.24,3.4,6.0,5.0,0.0,83.3,1.76,1.47,0.5,0.6,0.13,2.2,2.2,70.0,103.0,68.0,1137.0,266.0,4.0,14.0,28.6,55.0,73.0,75.3,11.0,16.0,68.8,0.0,1.0,1.0,2.0,0.0,8.0,103.0,0.0,0.0,0.0,32.0,3.0,7.0,0.0,0.0,0.0,0.0,68.0,27.0,8.0,4.0,93.0,4.0,0.0,1.0,0.0,2.0,8.0,7.0,8.0,2.35,6.0,0.0,1.0,0.0,1.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,5.0,4.0,4.0,2.0,15.0,13.3,13.0,94.0,23.0,24.5,32.0,38.0,24.0,10.0,1.0,0.0,9.0,3.0,2.0,0.0,181.0,2.0,32.0,85.0,82.0,11.0,181.0,9.0,22.0,40.9,10.0,0.0,137.0,1133.0,650.0,148.0,112.0,75.7,11.0,16.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,36.0,2.0,2.0,50.0,19/20,farid el melali,farid,melali,f,Midfielder
Farid El Melali,1440000.0,Algeria,Right Winger,Angers,1997-05-05,23,18.0,0.0,328.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.27,0.27,0.0,0.27,0.4,0.4,0.2,0.12,0.05,0.17,0.12,0.17,3.6,8.0,1.0,0.0,12.5,2.2,0.27,0.0,0.0,0.05,-0.4,-0.4,104.0,138.0,75.4,1655.0,486.0,2.0,9.0,22.2,85.0,105.0,81.0,17.0,24.0,70.8,0.8,4.0,10.0,4.0,1.0,14.0,135.0,3.0,0.0,0.0,39.0,2.0,7.0,0.0,0.0,0.0,0.0,106.0,18.0,14.0,12.0,115.0,7.0,3.0,1.0,0.0,1.0,3.0,9.0,13.0,3.57,9.0,0.0,1.0,0.0,3.0,2.0,0.55,1.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,4.0,4.0,0.0,6.0,14.0,42.9,8.0,110.0,18.0,16.4,31.0,55.0,24.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,220.0,3.0,33.0,110.0,108.0,16.0,217.0,11.0,27.0,40.7,12.0,0.0,176.0,1610.0,1005.0,195.0,154.0,79.0,11.0,23.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,39.0,1.0,4.0,20.0,18/19,farid el melali,farid,melali,f,Forward
Florian Miguel,1440000.0,France,Left-Back,Nîmes,1996-09-01,23,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,114.0,70.0,0.0,0.0,0.0,5.0,5.0,100.0,1.0,2.0,50.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,5.0,4.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,5.0,7.0,7.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20/21,florian miguel,florian,miguel,f,Defender
Florian Miguel,1440000.0,France,Left-Back,Nîmes,1996-09-01,23,24.0,23.0,2056.0,1.0,0.0,0.0,0.0,8.0,1.0,0.04,0.0,0.04,0.04,0.04,1.3,1.3,0.9,0.06,0.04,0.1,0.06,0.1,22.8,17.0,2.0,0.0,11.8,0.74,0.09,0.06,0.5,0.07,-0.3,-0.3,709.0,952.0,74.5,12933.0,6119.0,11.0,44.0,25.0,559.0,646.0,86.5,139.0,262.0,53.1,-0.9,13.0,57.0,18.0,11.0,138.0,686.0,266.0,16.0,0.0,117.0,21.0,64.0,1.0,0.0,1.0,0.0,411.0,250.0,291.0,615.0,44.0,29.0,249.0,0.0,3.0,29.0,15.0,37.0,29.0,1.27,20.0,4.0,1.0,0.0,4.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,52.0,31.0,29.0,21.0,2.0,24.0,56.0,42.9,32.0,248.0,82.0,33.1,120.0,83.0,45.0,33.0,3.0,0.0,30.0,32.0,71.0,0.0,1237.0,48.0,410.0,549.0,350.0,29.0,977.0,13.0,34.0,38.2,16.0,2.0,640.0,3799.0,2374.0,704.0,622.0,88.4,25.0,24.0,1.0,44.0,49.0,2.0,1.0,0.0,0.0,157.0,35.0,28.0,55.6,19/20,florian miguel,florian,miguel,f,Defender
Florian Miguel,1440000.0,France,Left-Back,Nîmes,1996-09-01,23,13.0,12.0,1117.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.08,0.08,0.0,0.08,0.2,0.2,0.6,0.01,0.05,0.06,0.01,0.06,12.4,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.17,-0.2,-0.2,381.0,499.0,76.4,7760.0,2897.0,2.0,15.0,13.3,276.0,326.0,84.7,103.0,158.0,65.2,0.4,9.0,15.0,5.0,2.0,42.0,409.0,90.0,16.0,0.0,53.0,8.0,10.0,0.0,0.0,0.0,0.0,279.0,89.0,131.0,349.0,38.0,29.0,74.0,0.0,2.0,10.0,5.0,14.0,11.0,0.89,9.0,1.0,1.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,18.0,2.0,2.0,8.0,12.0,66.7,4.0,112.0,34.0,30.4,74.0,28.0,10.0,22.0,5.0,0.0,17.0,21.0,53.0,0.0,619.0,54.0,314.0,251.0,86.0,10.0,530.0,4.0,7.0,57.1,4.0,0.0,330.0,1531.0,772.0,341.0,315.0,92.4,2.0,3.0,1.0,14.0,19.0,1.0,0.0,0.0,0.0,98.0,16.0,18.0,47.1,18/19,florian miguel,florian,miguel,f,Defender
Gabriel Silva,1440000.0,Brazil,Left-Back,Saint-Étienne,1991-05-13,29,4.0,3.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,99.0,66.7,1181.0,416.0,1.0,8.0,12.5,53.0,62.0,85.5,12.0,29.0,41.4,0.0,1.0,3.0,2.0,2.0,13.0,79.0,20.0,0.0,0.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,47.0,18.0,34.0,49.0,25.0,1.0,20.0,0.0,0.0,2.0,3.0,6.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,75.0,1.0,32.0,6.0,18.8,13.0,17.0,2.0,8.0,0.0,0.0,8.0,4.0,8.0,0.0,121.0,8.0,46.0,62.0,23.0,2.0,101.0,0.0,1.0,0.0,0.0,0.0,64.0,418.0,216.0,81.0,65.0,80.2,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,7.0,4.0,63.6,19/20,gabriel silva,gabriel,silva,g,Defender
Gabriel Silva,1440000.0,Brazil,Left-Back,Saint-Étienne,1991-05-13,29,19.0,16.0,1429.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13,0.6,0.6,1.4,0.04,0.09,0.13,0.04,0.13,15.9,8.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08,-0.6,-0.6,484.0,627.0,77.2,8707.0,2933.0,10.0,20.0,50.0,377.0,435.0,86.7,97.0,172.0,56.4,0.6,8.0,22.0,13.0,4.0,53.0,483.0,144.0,6.0,0.0,113.0,13.0,34.0,2.0,0.0,0.0,0.0,321.0,137.0,169.0,281.0,158.0,35.0,136.0,4.0,2.0,21.0,5.0,17.0,14.0,0.88,10.0,3.0,1.0,0.0,0.0,4.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,16.0,11.0,11.0,5.0,0.0,5.0,25.0,20.0,20.0,191.0,60.0,31.4,105.0,70.0,16.0,34.0,5.0,0.0,29.0,12.0,41.0,1.0,784.0,59.0,268.0,346.0,212.0,11.0,644.0,11.0,15.0,73.3,12.0,0.0,420.0,2153.0,1094.0,465.0,377.0,81.1,19.0,6.0,0.0,18.0,30.0,2.0,0.0,0.0,0.0,140.0,21.0,22.0,48.8,18/19,gabriel silva,gabriel,silva,g,Defender
Gabriel Silva,1440000.0,Brazil,Left-Back,Saint-Étienne,1991-05-13,29,25.0,23.0,2078.0,1.0,1.0,0.0,0.0,2.0,1.0,0.04,0.04,0.09,0.04,0.09,0.6,0.6,0.9,0.03,0.04,0.07,0.03,0.07,23.1,11.0,3.0,0.0,27.3,0.48,0.13,0.09,0.33,0.06,0.4,0.4,819.0,1059.0,77.3,14624.0,5777.0,18.0,51.0,35.3,650.0,752.0,86.4,151.0,256.0,59.0,0.1,15.0,62.0,22.0,6.0,128.0,853.0,206.0,11.0,0.0,195.0,25.0,54.0,0.0,0.0,0.0,0.0,629.0,139.0,291.0,569.0,240.0,43.0,195.0,1.0,4.0,19.0,23.0,41.0,27.0,1.17,21.0,2.0,1.0,0.0,3.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,18.0,2.0,2.0,10.0,24.0,41.7,14.0,238.0,69.0,29.0,143.0,71.0,24.0,58.0,10.0,1.0,48.0,37.0,42.0,0.0,1318.0,98.0,464.0,549.0,377.0,22.0,1118.0,13.0,23.0,56.5,15.0,1.0,763.0,4800.0,2737.0,794.0,723.0,91.1,23.0,25.0,0.0,29.0,45.0,3.0,1.0,0.0,0.0,183.0,12.0,9.0,57.1,17/18,gabriel silva,gabriel,silva,g,Defender
Gabriele Moncini,1440000.0,Italy,Centre-Forward,SPAL,1996-04-26,24,4.0,2.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.29,0.02,0.31,0.29,0.31,1.7,3.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.16,-0.5,-0.5,14.0,19.0,73.7,160.0,24.0,1.0,3.0,33.3,13.0,16.0,81.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,1.0,10.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,10.0,33.3,4.0,12.0,14.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,36.0,2.0,5.0,20.0,11.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,16.0,92.0,9.0,38.0,20.0,52.6,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,62.5,19/20,gabriele moncini,gabriele,moncini,g,Forward
Gabriele Moncini,1440000.0,Italy,Centre-Forward,SPAL,1996-04-26,24,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.71,0.0,0.71,0.71,0.71,0.1,1.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.06,-0.1,-0.1,1.0,1.0,100.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18/19,gabriele moncini,gabriele,moncini,g,Midfielder
Glenn Murray,1440000.0,England,Centre-Forward,Brighton,1983-09-25,36,23.0,7.0,797.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.11,0.23,2.1,2.1,0.5,0.24,0.06,0.3,0.24,0.3,8.9,17.0,4.0,0.0,23.5,1.92,0.45,0.06,0.25,0.13,-1.1,-1.1,116.0,177.0,65.5,1654.0,304.0,5.0,16.0,31.3,98.0,134.0,73.1,13.0,27.0,48.1,0.5,4.0,7.0,4.0,0.0,11.0,170.0,7.0,1.0,1.0,52.0,3.0,4.0,0.0,0.0,0.0,0.0,85.0,51.0,41.0,17.0,118.0,15.0,2.0,7.0,0.0,5.0,1.0,11.0,12.0,1.36,7.0,0.0,1.0,3.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,6.0,0.0,6.0,144.0,35.0,24.3,10.0,74.0,60.0,6.0,1.0,0.0,5.0,1.0,9.0,0.0,273.0,11.0,24.0,120.0,138.0,42.0,267.0,1.0,5.0,20.0,1.0,0.0,162.0,504.0,197.0,435.0,206.0,47.4,25.0,14.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,36.0,30.0,42.0,41.7,19/20,glenn murray,glenn,murray,g,Forward
Glenn Murray,1440000.0,England,Centre-Forward,Brighton,1983-09-25,36,38.0,30.0,2508.0,13.0,1.0,4.0,4.0,5.0,0.0,0.47,0.04,0.5,0.32,0.36,10.4,7.4,0.8,0.37,0.03,0.4,0.27,0.29,27.9,51.0,16.0,0.0,31.4,1.83,0.57,0.18,0.56,0.15,2.6,1.6,385.0,633.0,60.8,5595.0,1071.0,16.0,42.0,38.1,333.0,517.0,64.4,36.0,74.0,48.6,0.2,11.0,25.0,9.0,3.0,36.0,602.0,31.0,2.0,3.0,168.0,3.0,8.0,0.0,0.0,0.0,0.0,292.0,166.0,175.0,64.0,338.0,129.0,1.0,11.0,4.0,26.0,21.0,25.0,30.0,1.08,21.0,0.0,1.0,3.0,5.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,2.0,8.0,4.0,3.0,23.0,13.0,20.0,781.0,150.0,19.2,39.0,421.0,321.0,32.0,9.0,0.0,23.0,2.0,15.0,0.0,941.0,23.0,68.0,487.0,416.0,103.0,907.0,14.0,21.0,66.7,16.0,0.0,504.0,1907.0,656.0,1428.0,731.0,51.2,85.0,49.0,0.0,80.0,54.0,38.0,1.0,1.0,0.0,87.0,109.0,124.0,46.8,18/19,glenn murray,glenn,murray,g,Forward
Glenn Murray,1440000.0,England,Centre-Forward,Brighton,1983-09-25,36,35.0,25.0,2192.0,12.0,0.0,4.0,6.0,9.0,0.0,0.49,0.0,0.49,0.33,0.33,11.6,7.0,1.0,0.47,0.04,0.52,0.29,0.33,24.4,48.0,20.0,0.0,41.7,1.97,0.82,0.17,0.4,0.15,0.4,1.0,374.0,639.0,58.5,5101.0,1044.0,22.0,59.0,37.3,320.0,519.0,61.7,32.0,61.0,52.5,-1.0,15.0,26.0,6.0,0.0,27.0,624.0,15.0,1.0,1.0,142.0,2.0,9.0,0.0,0.0,0.0,0.0,330.0,129.0,180.0,60.0,340.0,168.0,0.0,23.0,4.0,30.0,20.0,27.0,32.0,1.31,25.0,0.0,0.0,3.0,4.0,5.0,0.2,3.0,0.0,0.0,0.0,2.0,0.0,14.0,9.0,8.0,4.0,2.0,2.0,15.0,13.3,13.0,470.0,113.0,24.0,26.0,263.0,181.0,16.0,3.0,0.0,13.0,5.0,28.0,0.0,928.0,39.0,80.0,480.0,403.0,107.0,911.0,3.0,14.0,21.4,6.0,1.0,473.0,2364.0,756.0,1161.0,701.0,60.4,66.0,43.0,0.0,60.0,50.0,36.0,3.0,0.0,0.0,102.0,61.0,82.0,42.7,17/18,glenn murray,glenn,murray,g,Forward
Hidde ter Avest,1440000.0,Netherlands,Right-Back,Udinese,1997-05-20,23,20.0,6.0,686.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.02,0.07,0.1,0.02,0.1,7.6,2.0,1.0,0.0,50.0,0.26,0.13,0.0,0.0,0.08,-0.2,-0.2,264.0,355.0,74.4,4410.0,1906.0,4.0,10.0,40.0,224.0,268.0,83.6,36.0,77.0,46.8,-0.6,8.0,23.0,5.0,4.0,41.0,294.0,61.0,3.0,0.0,45.0,4.0,11.0,0.0,0.0,0.0,0.0,216.0,77.0,62.0,36.0,247.0,10.0,58.0,0.0,3.0,7.0,5.0,8.0,16.0,2.1,15.0,1.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,11.0,3.0,3.0,9.0,15.0,60.0,6.0,116.0,22.0,19.0,60.0,36.0,20.0,21.0,1.0,0.0,20.0,10.0,30.0,0.0,444.0,40.0,158.0,198.0,112.0,7.0,386.0,3.0,5.0,60.0,3.0,0.0,230.0,1080.0,542.0,293.0,258.0,88.1,5.0,4.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,52.0,8.0,7.0,53.3,19/20,hidde ter avest,hidde,avest,h,Defender
Hidde ter Avest,1440000.0,Netherlands,Right-Back,Udinese,1997-05-20,23,13.0,12.0,973.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,0.9,0.02,0.08,0.1,0.02,0.1,10.8,3.0,1.0,0.0,33.3,0.28,0.09,0.0,0.0,0.08,-0.2,-0.2,366.0,500.0,73.2,6218.0,2494.0,5.0,21.0,23.8,307.0,367.0,83.7,54.0,112.0,48.2,0.1,11.0,17.0,8.0,4.0,66.0,410.0,90.0,6.0,0.0,61.0,11.0,23.0,1.0,0.0,1.0,0.0,308.0,100.0,92.0,43.0,349.0,20.0,83.0,0.0,3.0,10.0,17.0,18.0,22.0,2.03,21.0,0.0,1.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,20.0,7.0,3.0,16.0,27.0,59.3,11.0,181.0,43.0,23.8,104.0,54.0,23.0,32.0,2.0,0.0,30.0,10.0,23.0,0.0,612.0,31.0,182.0,293.0,178.0,14.0,526.0,2.0,9.0,22.2,4.0,0.0,366.0,1659.0,993.0,381.0,338.0,88.7,5.0,7.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,88.0,7.0,13.0,35.0,18/19,hidde ter avest,hidde,avest,h,Defender
Håvard Nordtveit,1440000.0,Norway,Centre-Back,Hoffenheim,1990-06-21,30,11.0,7.0,701.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,0.3,0.03,0.04,0.07,0.03,0.07,7.8,2.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.1,-0.2,-0.2,423.0,496.0,85.3,9604.0,2834.0,7.0,14.0,50.0,259.0,279.0,92.8,157.0,203.0,77.3,0.7,1.0,26.0,2.0,0.0,34.0,479.0,17.0,16.0,0.0,76.0,26.0,1.0,0.0,0.0,0.0,0.0,354.0,58.0,84.0,62.0,406.0,19.0,1.0,2.0,0.0,4.0,4.0,4.0,6.0,0.77,4.0,0.0,1.0,1.0,0.0,2.0,0.26,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,5.0,47.0,11.0,23.4,34.0,11.0,2.0,23.0,12.0,0.0,11.0,15.0,47.0,0.0,588.0,87.0,313.0,283.0,17.0,5.0,572.0,6.0,7.0,85.7,6.0,0.0,379.0,1667.0,936.0,403.0,398.0,98.8,2.0,1.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,85.0,19.0,8.0,70.4,19/20,havard nordtveit,havard,nordtveit,h,Defender
Håvard Nordtveit,1440000.0,Norway,Centre-Back,Fulham,1990-06-21,30,5.0,4.0,362.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0.05,0.05,0.0,0.05,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,276.0,83.0,5125.0,1514.0,1.0,6.0,16.7,152.0,169.0,89.9,76.0,101.0,75.2,0.0,2.0,31.0,4.0,0.0,29.0,265.0,11.0,6.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,201.0,25.0,50.0,27.0,225.0,16.0,5.0,2.0,1.0,6.0,4.0,8.0,3.0,0.57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,4.0,1.0,2.0,5.0,40.0,3.0,50.0,22.0,44.0,21.0,24.0,5.0,9.0,4.0,0.0,5.0,5.0,14.0,0.0,263.0,32.0,160.0,110.0,2.0,1.0,255.0,2.0,2.0,100.0,2.0,0.0,188.0,642.0,303.0,181.0,177.0,97.8,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,40.0,6.0,1.0,85.7,18/19,havard nordtveit,havard,nordtveit,h,Defender
Håvard Nordtveit,1440000.0,Norway,Centre-Back,Hoffenheim,1990-06-21,30,8.0,4.0,470.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.05,0.01,0.05,0.05,0.05,5.2,4.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.06,-0.2,-0.2,191.0,228.0,83.8,4649.0,1761.0,2.0,3.0,66.7,111.0,123.0,90.2,78.0,102.0,76.5,0.8,3.0,13.0,0.0,0.0,7.0,218.0,10.0,10.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,162.0,17.0,49.0,20.0,192.0,13.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,0.99,4.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,1.0,0.0,1.0,4.0,25.0,3.0,45.0,18.0,40.0,38.0,6.0,1.0,6.0,3.0,0.0,3.0,6.0,19.0,1.0,320.0,21.0,87.0,213.0,35.0,4.0,309.0,5.0,6.0,83.3,6.0,0.0,214.0,1043.0,710.0,228.0,220.0,96.5,3.0,2.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,50.0,3.0,2.0,60.0,18/19,havard nordtveit,havard,nordtveit,h,Midfielder
Håvard Nordtveit,1440000.0,Norway,Centre-Back,Hoffenheim,1990-06-21,30,15.0,10.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.03,0.01,0.04,0.03,0.04,10.8,6.0,4.0,1.0,66.7,0.56,0.37,0.0,0.0,0.05,-0.3,-0.3,498.0,571.0,87.2,10846.0,4090.0,2.0,6.0,33.3,349.0,369.0,94.6,147.0,196.0,75.0,-0.1,2.0,51.0,3.0,0.0,66.0,551.0,20.0,15.0,1.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,448.0,45.0,78.0,53.0,484.0,22.0,5.0,2.0,0.0,8.0,5.0,5.0,8.0,0.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,10.0,6.0,0.0,6.0,14.0,42.9,8.0,135.0,39.0,28.9,81.0,49.0,5.0,21.0,6.0,0.0,15.0,14.0,37.0,0.0,663.0,60.0,305.0,360.0,38.0,9.0,643.0,1.0,1.0,100.0,1.0,0.0,462.0,2014.0,1239.0,461.0,455.0,98.7,5.0,1.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,92.0,11.0,6.0,64.7,17/18,havard nordtveit,havard,nordtveit,h,Defender
