squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alavés,30.0,40.3,38.0,418.0,3420.0,40.0,32.0,1.0,3.0,106.0,8.0,1.05,0.84,1.89,1.03,1.87,39.0,36.7,26.1,1.03,0.69,1.71,0.97,1.65,38.0,38.0,3420.0,51.0,1.34,177.0,136.0,0.751,15.0,2.0,21.0,0.0,0.0,11.0,7.0,3.0,1.0,38.0,2.0,7.0,2.0,53.6,0.28,5.6,0.15,253.0,596.0,42.4,540.0,71.0,70.2,47.4,232.0,93.5,62.3,418.0,22.0,5.3,9.0,0.24,12.9,393.0,137.0,22.0,34.9,10.34,3.61,0.1,0.28,0.1,1.0,2.3,9346.0,13461.0,69.4,190290.0,78386.0,119.0,416.0,28.6,6902.0,8729.0,79.1,2325.0,4316.0,53.9,4.9,266.0,817.0,193.0,72.0,1261.0,11966.0,1495.0,412.0,16.0,2750.0,415.0,562.0,130.0,2.0,2.0,0.0,7657.0,1615.0,4189.0,4691.0,6404.0,1190.0,648.0,175.0,90.0,439.0,300.0,420.0,581.0,15.29,409.0,55.0,38.0,22.0,57.0,66.0,1.74,49.0,3.0,3.0,5.0,6.0,0.0,606.0,383.0,335.0,205.0,66.0,188.0,611.0,30.8,423.0,6355.0,1521.0,23.9,2161.0,3024.0,1170.0,605.0,137.0,1.0,468.0,513.0,681.0,10.0,17627.0,2150.0,6162.0,8241.0,4235.0,639.0,16164.0,358.0,552.0,64.9,395.0,23.0,10639.0,62328.0,31995.0,11683.0,9346.0,80.0,448.0,370.0,4.0,604.0,531.0,113.0,3.0,10.0,2.0,3509.0,376.0,381.0,49.7
Athletic Club,27.0,49.6,38.0,418.0,3420.0,39.0,24.0,6.0,8.0,93.0,0.0,1.03,0.63,1.66,0.87,1.5,45.6,39.8,30.0,1.2,0.79,1.99,1.05,1.84,38.0,38.0,3420.0,49.0,1.29,161.0,118.0,0.714,10.0,13.0,15.0,0.0,0.0,6.0,3.0,3.0,0.0,38.0,3.0,5.0,3.0,51.1,0.29,5.1,0.13,362.0,760.0,47.6,927.0,88.0,65.3,47.3,170.0,91.2,64.5,357.0,30.0,8.4,19.0,0.5,15.2,434.0,150.0,10.0,34.6,11.42,3.95,0.08,0.22,0.09,-6.6,-6.8,12708.0,17079.0,74.4,271525.0,97224.0,107.0,402.0,26.6,9004.0,11062.0,81.4,3597.0,5615.0,64.1,-5.0,315.0,1188.0,313.0,105.0,1608.0,15649.0,1430.0,397.0,12.0,3110.0,548.0,813.0,182.0,0.0,0.0,0.0,10595.0,1985.0,4499.0,4347.0,10240.0,1332.0,610.0,157.0,93.0,425.0,283.0,510.0,665.0,17.5,452.0,92.0,30.0,40.0,51.0,67.0,1.76,48.0,5.0,1.0,6.0,7.0,0.0,625.0,373.0,306.0,251.0,68.0,195.0,656.0,29.7,461.0,6864.0,1827.0,26.6,1969.0,3260.0,1635.0,595.0,109.0,3.0,486.0,477.0,508.0,10.0,21099.0,2132.0,6403.0,10287.0,5825.0,855.0,19702.0,324.0,548.0,59.1,361.0,26.0,13660.0,83874.0,44506.0,15390.0,12708.0,82.6,456.0,334.0,0.0,497.0,495.0,107.0,7.0,6.0,3.0,3627.0,440.0,337.0,56.6
Atlético Madrid,26.0,47.7,38.0,418.0,3420.0,57.0,40.0,4.0,5.0,93.0,8.0,1.5,1.05,2.55,1.39,2.45,47.8,44.2,32.6,1.26,0.86,2.12,1.16,2.02,38.0,38.0,3420.0,22.0,0.58,129.0,109.0,0.837,23.0,10.0,5.0,0.0,0.0,4.0,1.0,3.0,0.0,38.0,1.0,2.0,1.0,33.0,0.23,12.0,0.32,153.0,457.0,33.5,506.0,71.0,60.1,45.1,185.0,82.7,58.2,390.0,30.0,7.7,10.0,0.26,14.0,416.0,152.0,12.0,36.5,10.95,4.0,0.13,0.35,0.11,9.2,8.8,14162.0,18218.0,77.7,263545.0,94131.0,203.0,505.0,40.2,11035.0,12987.0,85.0,2924.0,4726.0,61.9,8.4,298.0,1153.0,271.0,43.0,1592.0,16868.0,1350.0,364.0,15.0,3182.0,398.0,523.0,157.0,0.0,0.0,0.0,12383.0,1989.0,3846.0,5093.0,11033.0,999.0,587.0,176.0,98.0,339.0,347.0,485.0,624.0,16.42,437.0,71.0,38.0,27.0,51.0,96.0,2.53,72.0,2.0,9.0,6.0,7.0,0.0,714.0,463.0,375.0,263.0,76.0,205.0,668.0,30.7,463.0,6726.0,1852.0,27.5,2290.0,3035.0,1401.0,678.0,127.0,1.0,551.0,540.0,585.0,13.0,22528.0,2086.0,7072.0,10958.0,5949.0,845.0,21203.0,365.0,594.0,61.4,407.0,25.0,15484.0,85605.0,44875.0,16640.0,14162.0,85.1,454.0,388.0,3.0,487.0,483.0,110.0,3.0,4.0,0.0,3591.0,340.0,288.0,54.1
Barcelona,25.0,62.7,38.0,418.0,3420.0,96.0,58.0,3.0,5.0,66.0,2.0,2.53,1.53,4.05,2.45,3.97,78.3,75.2,58.6,2.06,1.54,3.6,1.98,3.52,38.0,38.0,3420.0,29.0,0.76,136.0,109.0,0.801,28.0,9.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,38.0,0.0,1.0,0.0,37.0,0.26,8.0,0.21,149.0,317.0,47.0,935.0,130.0,27.2,30.1,107.0,58.9,47.3,297.0,28.0,9.4,22.0,0.58,15.9,581.0,264.0,59.0,45.4,15.29,6.95,0.16,0.35,0.14,17.7,17.8,21306.0,24812.0,85.9,389761.0,119736.0,232.0,604.0,38.4,16812.0,18657.0,90.1,4262.0,5551.0,76.8,15.4,418.0,1723.0,513.0,49.0,2023.0,23560.0,1252.0,351.0,44.0,4331.0,574.0,414.0,199.0,7.0,13.0,4.0,19986.0,2103.0,2723.0,8121.0,15032.0,723.0,532.0,204.0,112.0,270.0,442.0,559.0,954.0,25.11,705.0,48.0,74.0,53.0,74.0,169.0,4.45,123.0,6.0,13.0,16.0,11.0,0.0,499.0,345.0,233.0,194.0,72.0,158.0,509.0,31.0,351.0,6408.0,1786.0,27.9,1800.0,2956.0,1652.0,530.0,105.0,4.0,425.0,421.0,370.0,12.0,28834.0,2273.0,7716.0,14165.0,9030.0,1389.0,27625.0,617.0,953.0,64.7,673.0,35.0,22156.0,122011.0,66652.0,23805.0,21306.0,89.5,444.0,401.0,0.0,337.0,528.0,136.0,4.0,2.0,0.0,3158.0,242.0,179.0,57.5
Betis,29.0,57.1,38.0,418.0,3420.0,56.0,38.0,2.0,3.0,91.0,4.0,1.47,1.0,2.47,1.42,2.42,41.1,39.1,31.3,1.08,0.82,1.91,1.03,1.85,38.0,38.0,3420.0,61.0,1.61,153.0,99.0,0.621,18.0,6.0,14.0,0.0,0.0,4.0,3.0,1.0,0.0,38.0,0.0,8.0,4.0,47.6,0.29,-9.4,-0.25,206.0,544.0,37.9,1109.0,119.0,39.7,35.9,160.0,65.0,47.7,367.0,34.0,9.3,21.0,0.55,14.4,412.0,161.0,21.0,39.1,10.84,4.24,0.13,0.34,0.1,14.9,14.9,17395.0,21045.0,82.7,339463.0,103592.0,119.0,367.0,32.4,13409.0,15165.0,88.4,3867.0,5513.0,70.1,11.7,310.0,1235.0,249.0,59.0,1473.0,19826.0,1219.0,374.0,25.0,3127.0,589.0,539.0,123.0,0.0,0.0,0.0,15695.0,1629.0,3721.0,8281.0,10908.0,943.0,480.0,200.0,53.0,430.0,325.0,411.0,652.0,17.16,508.0,38.0,46.0,23.0,37.0,94.0,2.47,73.0,4.0,3.0,8.0,6.0,0.0,500.0,321.0,263.0,181.0,56.0,136.0,490.0,27.8,354.0,5764.0,1535.0,26.6,1906.0,2698.0,1160.0,562.0,102.0,5.0,460.0,441.0,596.0,11.0,24882.0,2519.0,8155.0,12664.0,5697.0,694.0,23696.0,392.0,580.0,67.6,417.0,24.0,18494.0,103301.0,54217.0,19397.0,17395.0,89.7,459.0,367.0,1.0,453.0,498.0,63.0,1.0,1.0,4.0,3173.0,258.0,304.0,45.9
Celta Vigo,22.0,55.6,38.0,418.0,3420.0,57.0,41.0,2.0,3.0,86.0,1.0,1.5,1.08,2.58,1.45,2.53,52.0,49.7,36.0,1.37,0.95,2.32,1.31,2.26,38.0,38.0,3420.0,60.0,1.58,167.0,112.0,0.665,13.0,10.0,15.0,0.0,0.0,5.0,4.0,0.0,1.0,38.0,0.0,8.0,1.0,52.0,0.3,-7.0,-0.18,208.0,612.0,34.0,1037.0,89.0,46.0,39.7,165.0,81.8,60.2,374.0,43.0,11.5,19.0,0.5,14.7,445.0,157.0,30.0,35.3,11.71,4.13,0.12,0.35,0.12,5.0,5.3,16520.0,20569.0,80.3,330795.0,106276.0,147.0,405.0,36.3,12288.0,14162.0,86.8,4085.0,6002.0,68.1,9.0,316.0,1226.0,320.0,90.0,1636.0,19301.0,1268.0,365.0,8.0,3645.0,549.0,580.0,142.0,1.0,2.0,0.0,14286.0,2113.0,4170.0,5317.0,13031.0,1215.0,532.0,175.0,81.0,435.0,315.0,411.0,724.0,19.05,550.0,48.0,36.0,39.0,51.0,103.0,2.71,71.0,6.0,7.0,10.0,9.0,0.0,488.0,306.0,278.0,166.0,44.0,148.0,463.0,32.0,315.0,5639.0,1614.0,28.6,1915.0,2496.0,1228.0,535.0,107.0,1.0,428.0,498.0,487.0,9.0,24396.0,2437.0,8186.0,12186.0,5669.0,822.0,23170.0,351.0,572.0,61.4,388.0,15.0,17652.0,102023.0,51916.0,18845.0,16520.0,87.7,441.0,365.0,0.0,410.0,548.0,97.0,2.0,3.0,1.0,3569.0,306.0,289.0,51.4
Eibar,26.0,52.1,38.0,418.0,3420.0,43.0,33.0,2.0,3.0,84.0,5.0,1.13,0.87,2.0,1.08,1.95,39.9,37.6,25.4,1.05,0.67,1.72,0.99,1.66,38.0,38.0,3420.0,51.0,1.34,130.0,88.0,0.638,14.0,9.0,15.0,0.0,0.0,4.0,4.0,0.0,0.0,38.0,2.0,4.0,4.0,43.7,0.32,-2.3,-0.06,284.0,772.0,36.8,830.0,75.0,75.4,56.2,150.0,97.3,77.0,277.0,39.0,14.1,62.0,1.63,17.8,488.0,140.0,21.0,28.7,12.84,3.68,0.08,0.29,0.08,3.1,3.4,12513.0,17675.0,70.8,277032.0,96657.0,124.0,432.0,28.7,8475.0,10713.0,79.1,3914.0,6530.0,59.9,5.6,335.0,1260.0,281.0,125.0,1727.0,15964.0,1711.0,411.0,5.0,2908.0,776.0,1059.0,222.0,0.0,0.0,0.0,9660.0,2352.0,5663.0,3986.0,10584.0,1608.0,857.0,228.0,68.0,666.0,329.0,530.0,699.0,18.39,485.0,94.0,28.0,34.0,58.0,69.0,1.82,47.0,8.0,1.0,9.0,4.0,0.0,490.0,330.0,214.0,208.0,68.0,155.0,555.0,27.9,400.0,5993.0,1884.0,31.4,1365.0,2727.0,1901.0,526.0,55.0,0.0,471.0,564.0,394.0,9.0,21589.0,1645.0,5302.0,10733.0,6844.0,831.0,19889.0,341.0,554.0,61.6,377.0,12.0,13679.0,81498.0,39764.0,15436.0,12513.0,81.1,528.0,375.0,2.0,486.0,450.0,83.0,3.0,4.0,3.0,4408.0,418.0,460.0,47.6
Espanyol,25.0,47.1,38.0,418.0,3420.0,33.0,25.0,2.0,3.0,87.0,2.0,0.87,0.66,1.53,0.82,1.47,42.9,40.5,28.5,1.13,0.75,1.88,1.07,1.81,38.0,38.0,3420.0,42.0,1.11,166.0,130.0,0.771,12.0,13.0,13.0,0.0,0.0,7.0,4.0,2.0,1.0,38.0,0.0,5.0,2.0,50.7,0.29,10.7,0.28,194.0,548.0,35.4,619.0,132.0,56.1,43.9,213.0,94.4,64.4,373.0,40.0,10.7,18.0,0.47,14.3,422.0,134.0,16.0,31.8,11.11,3.53,0.07,0.23,0.1,-8.9,-8.5,12349.0,16797.0,73.5,245088.0,86586.0,111.0,413.0,26.9,9205.0,11177.0,82.4,3033.0,5207.0,58.2,-4.5,294.0,980.0,238.0,93.0,1405.0,15331.0,1466.0,400.0,11.0,2783.0,483.0,721.0,157.0,3.0,4.0,0.0,10431.0,1942.0,4424.0,5407.0,8973.0,1270.0,633.0,198.0,66.0,444.0,324.0,516.0,608.0,16.0,447.0,58.0,32.0,32.0,39.0,60.0,1.58,42.0,3.0,5.0,3.0,7.0,0.0,573.0,353.0,313.0,201.0,59.0,187.0,637.0,29.4,450.0,6157.0,1580.0,25.7,1928.0,2911.0,1318.0,553.0,121.0,2.0,432.0,539.0,571.0,9.0,20772.0,2110.0,7101.0,10014.0,4864.0,666.0,19340.0,354.0,537.0,65.9,392.0,17.0,13621.0,74832.0,37766.0,14682.0,12349.0,84.1,444.0,350.0,1.0,520.0,538.0,80.0,3.0,6.0,2.0,3739.0,320.0,351.0,47.7
Getafe,32.0,40.3,38.0,418.0,3420.0,41.0,24.0,5.0,12.0,130.0,9.0,1.08,0.63,1.71,0.95,1.58,46.4,37.1,26.0,1.22,0.68,1.9,0.98,1.66,38.0,38.0,3420.0,33.0,0.87,127.0,96.0,0.756,15.0,10.0,13.0,0.0,0.0,4.0,2.0,1.0,1.0,38.0,0.0,5.0,0.0,35.3,0.26,2.3,0.06,258.0,800.0,32.3,694.0,68.0,76.8,55.8,268.0,99.6,70.1,365.0,52.0,14.2,22.0,0.58,14.6,368.0,125.0,15.0,34.0,9.68,3.29,0.1,0.29,0.11,-5.4,-1.1,8463.0,13094.0,64.6,179015.0,77315.0,147.0,447.0,32.9,5973.0,7976.0,74.9,2343.0,4671.0,50.2,1.0,256.0,840.0,278.0,68.0,1423.0,11349.0,1745.0,485.0,17.0,2308.0,495.0,589.0,174.0,0.0,0.0,0.0,6438.0,1805.0,4851.0,2419.0,8066.0,1289.0,756.0,146.0,92.0,451.0,304.0,461.0,534.0,14.05,343.0,78.0,38.0,27.0,48.0,62.0,1.63,34.0,8.0,7.0,5.0,8.0,0.0,573.0,390.0,309.0,206.0,58.0,202.0,648.0,31.2,446.0,6210.0,1583.0,25.5,1926.0,3029.0,1255.0,567.0,79.0,0.0,488.0,496.0,560.0,11.0,17018.0,1916.0,5549.0,7551.0,4869.0,685.0,15310.0,310.0,536.0,57.8,338.0,24.0,9975.0,57837.0,28297.0,11074.0,8463.0,76.4,452.0,404.0,4.0,664.0,503.0,109.0,11.0,3.0,0.0,3912.0,341.0,405.0,45.7
Girona,25.0,46.6,38.0,418.0,3420.0,50.0,24.0,6.0,8.0,104.0,0.0,1.32,0.63,1.95,1.16,1.79,49.0,42.9,31.0,1.29,0.82,2.1,1.13,1.95,38.0,38.0,3420.0,59.0,1.55,173.0,121.0,0.682,14.0,9.0,15.0,0.0,0.0,5.0,4.0,0.0,1.0,38.0,3.0,1.0,3.0,50.4,0.28,-5.6,-0.15,233.0,620.0,37.6,663.0,97.0,67.4,48.3,186.0,93.0,66.1,320.0,29.0,9.1,20.0,0.53,14.2,462.0,154.0,24.0,33.3,12.16,4.05,0.1,0.29,0.1,1.0,1.1,11411.0,15586.0,73.2,243527.0,86963.0,110.0,339.0,32.4,8072.0,9843.0,82.0,3229.0,5404.0,59.8,0.0,327.0,995.0,249.0,110.0,1401.0,14195.0,1391.0,402.0,4.0,3029.0,730.0,823.0,164.0,0.0,0.0,0.0,9200.0,1772.0,4614.0,5071.0,8045.0,1321.0,568.0,194.0,68.0,439.0,276.0,403.0,685.0,18.03,434.0,99.0,37.0,36.0,79.0,76.0,2.0,42.0,9.0,7.0,7.0,11.0,0.0,498.0,317.0,249.0,195.0,54.0,164.0,555.0,29.5,391.0,6038.0,1547.0,25.6,1731.0,3003.0,1304.0,530.0,96.0,3.0,434.0,478.0,533.0,12.0,19453.0,1939.0,6406.0,9342.0,4912.0,744.0,18068.0,338.0,555.0,60.9,374.0,20.0,12583.0,75690.0,37673.0,13525.0,11411.0,84.4,431.0,360.0,0.0,587.0,465.0,82.0,6.0,5.0,3.0,3711.0,387.0,364.0,51.5
